0.007083254,0.204996213,0.726907492,1.110521075,1.110521075,1.808524081
0.006771794,0.202259501,0.703976955,1.119371586,1.119621052,1.402229887
0.006467651,0.199111291,0.675951851,1.123227279,1.123479937,1.396201663
0.006170825,0.195389674,0.647322558,1.126833918,1.126833918,1.73520806
0.005881317,0.191623318,0.624823274,1.122430328,1.122430328,1.66661482
0.005599127,0.187930551,0.608007666,1.132550756,1.132550756,1.644223266
0.005324254,0.187132176,0.592535561,1.151302804,1.151302804,1.64222901
0.005056698,0.183530518,0.578201368,1.140382143,1.166444405,3.06471757
0.00479646,0.180028161,0.564813599,1.08760379,1.17667037,2.627984622
0.00454354,0.176583344,0.552218047,1.037240815,1.186868748,2.457510692
0.004297937,0.173241677,0.54027311,1.004613765,1.197052546,2.077126041
0.004059651,0.170015876,0.528864391,0.97959038,1.207212539,1.859852551
0.003828683,0.16690253,0.517890687,0.954197324,1.21735705,1.730231314
0.003605032,0.163903358,0.507308675,0.928520557,1.227501897,1.638867738
0.003388698,0.161013912,0.497016858,0.90266921,1.237630976,1.567298543
0.003179683,0.158236735,0.486980129,0.876732505,1.239622341,1.468342989
0.002977984,0.155566415,0.477501023,0.850790078,1.249863433,1.422956041
0.002783603,0.152999921,0.468534588,0.82496458,1.260102413,1.380819028
0.00259654,0.150534049,0.459758703,0.799301663,1.270356815,1.340985257
0.002416794,0.148167253,0.45111859,0.773901584,1.280612919,1.302979352
0.002244365,0.145895857,0.44256315,0.748781853,1.290905553,1.290905553
0.002079254,0.143714696,0.434059793,0.726736034,1.309140819,1.309140819
0.00192146,0.141623376,0.425608667,0.706360532,1.311955385,1.311955385
0.001770984,0.043219294,0.417172592,0.686880529,1.323196902,1.323196902
0.001627825,0.04277627,0.408756862,0.66837605,1.339624053,1.339624053
0.001491984,0.042655844,0.400348511,0.655018774,1.246769547,1.246769547
0.00136346,0.042571645,0.391170844,0.64195252,1.199516856,1.199516856
0.001242254,0.042498952,0.381008201,0.62914924,1.172435604,1.172435604
0.001128365,0.042432835,0.359665741,0.616563563,1.145391252,1.145391252
0.001021794,0.042371847,0.331640839,0.604174596,1.11843438,1.11843438
0.00092254,0.042315455,0.315078199,0.591953286,1.091632419,1.091632419
0.000830603,0.042263429,0.304593252,0.579855794,1.064995305,1.064995305
0.000745984,0.042215658,0.297590492,0.567887949,1.038586086,1.038586086
0.000668683,0.042172083,0.292707294,0.549314099,1.012410721,1.012410721
0.000598698,0.042132671,0.289178522,0.532325211,0.986381397,0.986381397
0.000536032,0.042097403,0.286550514,0.519762647,0.960051629,0.960051629
0.000480683,0.042066258,0.284331509,0.509208363,0.934067667,0.934067667
0.000432651,0.042039157,0.280700422,0.491630108,0.895079507,0.895079507
0.000391937,0.042016232,0.278707629,0.48214838,0.873902817,0.873902817
0.00035854,0.041997446,0.277504409,0.476570557,0.861464164,0.861464164
0.00033246,0.041982785,0.276720171,0.473065262,0.853665167,0.853665167
